Colombia,COL,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,65.06200566,69.32649378,68.2807259,68.42715744,68.83458356,67.10199912,68.51281379,69.5156367,69.77111287,69.86696664,68.78278866,68.15435939,66.63173979,67.41124377,68.37514444,72.10329596,73.44509001,73.84284503,76.23391478,75.63055258,74.95539335,67.63295289,72.24513084,77.42036755,75.28794831,81.84816199,70.56159623,68.56137381,78.79361076,74.37449275,73.19644584,75.41405799,77.72501665,80.6070114,79.07304766,79.49781456,80.48131247,82.95434231,71.8297783,67.98768174,80.12130153,76.32904488,70.96662731,70.90613456,64.95935784,79.49781456,80.48131247,82.95434231,71.8297783,67.98768174,80.12130153,76.32904488,70.96662731,70.90613456,74.99260136
Comoros,COM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.70923731
Cabo Verde,CPV,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.34486736
Costa Rica,CRI,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,89.54703833,86.66140489,83.96436526,85.01362398,84.58523841,87.97814208,75.96590909,76.77922078,81.27190786,95.23809524,96.61733615,96.875,97.07317073,97.94587545,97.86931818,98.0332316,95.75486754,95.39617914,97.59530792,97.52018454,94.61697723,72.96416938,80.04885993,80.2728013,72.81294817,79.38359017,85.68882552,79.19822649,83.13370023,82.1505998,80.91919941,79.33554817,80.79967798,81.10772976,79.49152542,75.89973554,74.79558011,77.96073464,77.59398496,75.78002713,72.56916192,71.09298211,66.93698095,65.74336889,74.61154273,75.89973554,74.79558011,77.96073464,77.59398496,75.78002713,72.56916192,71.09298211,66.93698095,65.74336889,64.95935784
Caribbean small states,CSS,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,2.19123506,1.40444107,1.086194814,1.478650939,0.956284153,0.736622655,0.947436729,0.978312117,1.106147628,0.971068175,0.567375887,0.388367052,0.545360111,0.569522415,0.442659234,0.447783849,0.32369602,0.501994224,0.538093051,0.605697551,0.792632294,0.702028081,0.745319033,0.409527789,0.59394815,0.717739498,0.9189877,0.685609273,0.710736958,0.59207025,0.490228119,0.675202242,0.809614168,0.562875784,0.443227741,0.570769324,0.686563777,0.780587137,0.851471749,0.557567397,0.557432432,0.602344259,0.66353187,0.53702365,0.23659306,0.570769324,0.686563777,0.780587137,0.851471749,0.557567397,0.557432432,0.602344259,0.66353187,0.53702365,
Curacao,CUW,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.61154273
Cayman Islands,CYM,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23659306
Czech Republic,CZE,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,3.321236116,3.193612774,2.625443241,4.216504404,3.951381023,2.998196106,3.842247138,3.41004379,4.474233644,4.555986022,3.846799933,3.055977455,2.921395915,2.237005377,2.875036562,3.095403095,3.963277381,3.262660491,2.522608282,1.864431276,1.806030051,2.373977683,2.334026665,2.500470979,3.304993809,3.085094715,2.645716866,2.160188165,2.620053305,2.41115881,2.766926206,3.279163103,1.669967156,2.409595417,2.904883377,3.048270256,2.380247026,2.429917762,2.975548804,3.269176669,2.262146216,2.455962255,3.178774068,2.243348689,2.172702624,3.048270256,2.380247026,2.429917762,2.975548804,3.269176669,2.262146216,2.455962255,3.178774068,2.243348689,
